Name,Address,City,State,Zip Code,County,Minority Group(s),Contact Name,Contact Phone Number,Contact Fax,Certification Number,Certification Date,Contact Email Address,Website,NAICS Codes(s),Products / Services,Geocoded Location
INTELLIGENT FISCAL OPTIMAL SOLUTIONS,10632 LITTLE PATUXENT PARKWAY,COLUMBIA,MD,21044-6253,HOWARD,AFRICAN AMERICAN,TAWANDA M. SMITH,3018379735,3018379734,09-689,11/25/2009 12:00:00 AM,TSMITH@IFOSCORP.COM,http://WWW.IFOSCORP.COM,"238210-MBE/DBE/SBE, 541211-MBE/DBE/SBE, 541219-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541612-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 561410-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY INSTALLING AND SERVICEING ELECTRICAL WIRING LIGHTING AND EQUIPMENT OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS SPECIFICALLY PREPARATION OF FINANCIAL STATEMENTS ADVICE ON MATTERS RELATED TO ACCOUNTING BOOKKEEPING BUDGETING FINANCIAL MANAGEMENT TAX RETURN PREPARATION INTERNAL CONTROL ASSESSMENTS ACCOUNT PAYABLE AND RECEIVABLE AUDITS PAYROLL PROCESSING OTHER ACCOUNTING SERVICES SPECIFICALLY REPORAT PREPARATION RECONCILIATION SERVICES GRANTS AND CONTRACT MANAGEMENT CLOSEOUTS DATA ANALYSIS COLLECTION AND BILLING OPERATIONS POLICY AND PROCEDURES DEVELOPMENT OTHER COMPUTER RELATED SERVICES SPECIFICALLY HARDWARE AND SOFTWARE INSTALLATION SERVICES BUSINESS PROCESS MONITORING TOOLS HELP DESK SUPPORT TIER 3 DIGITAL FILE CONVERSIONS ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY EQUITY AND ASSET MANAGEMENT SERVICES SATE AND LOCAL GRANT REVIEWS RECORDS MANAGEMENT OFFICE PLANNING STRATEGIC AND ORGANIZATIONAL PLANNING BUSINESS PROCESS IMPROVEMENT TRAVEL AND BENEFIT SUPPORT PERFORMANCE METRICS BENCHMARK MONITORING PROJECT AND FACILITY MANAGEMENT HUMAN RESOURCES CONSULTING SERVICES SPECIFICALLY DEVELOPMENT OF HUMAN RESOURCE AND PERSONNEL POLICIES PRACTICES AND PROCEDURES EMPLOYEE BENEFIT PLANNING COMMUNICATION AND ADMINISTRATION DIVERSITY TRAINING OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY MAILROOM SUPPORT OFFICE CLERICAL SUPPORT DATA PREPARATION AND PROCESSING BILLING RECORDKEEPING TRAVEL AND TIMEKEEPING DATA MANAGEMENT SUPPORT DOCUMENT PREPARATION SERVICES SPECIFICALLY SECRETARIAL SERVICES TO INCLUDE ANSWERING TELEPHONES SCHEDULE MANAGEMENT AND PROOFREADING,"10632 LITTLE PATUXENT PARKWAY
COLUMBIA, MD 21044-6253
(39.214071, -76.871459)"
"INTERNATIONAL ACADEMY, INC.",44 MCPHERSON ROAD,ANNAPOLIS,MD,21401,ANNE ARUNDEL,FEMALE,LOUISE SIMPSON,4105446000,4105446000,10-174,03/23/2010 12:00:00 AM,JSIMPY1@YAHOO.COM,,541620-MBE/DBE/SBE,ENVIRONMENTAL CONSULTING SERVICES SPECIFICALLY INDUSTRIAL HYGIENE MONITORING FOR ASBESTOS OR OTHER ENVIRONMENTAL HAZARDS THE MONITORING OF THE REMOVAL OF THE HAZARD AND PROVIDING SAMPLING INFORMATION,"44 MCPHERSON ROAD
ANNAPOLIS, MD 21401
(38.997738, -76.507714)"
"INTERNATIONAL MANAGEMENT AND CONSULTING, LLC",15049 DOUBLE BRIDGES COURT,GLENELG,MD,21737,BALTIMORE,FEMALE,ELLEN SWEENEY,4433554161,4432882200,10-426,06/28/2010 12:00:00 AM,EGSWEENEY@CONSULTIMC.COM,http://WWW.CONSULTIMC.COM,541611-MBE/DBE/SBE,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY PROVIDING OPERATIVE ADVICE AND ASSISTANCE TO BUSINESSES AND OTHER ORGANIZATIONS ON ADMINISTRATIVE MANAGEMENT ISSUES SUCH AS FINANCIAL PLANNING AND BUDGETING EQUITY AND ASSET MANAGEMENT RECORDS MANAGEMENT OFFICE PLANNING STRATEGIC AND ORGANIZATIONAL PLANNING SITE SELECTION NEW BUSINESS START UP AND BUSINESS PROCESS IMPROVEMENT,"15049 DOUBLE BRIDGES COURT
GLENELG, MD 21737
(39.258366, -77.038798)"
"I4DM, LLC","8227 CLOVERLEAF DRIVE, SUITE 312",MILLERSVILLE,MD,21108,ANNE ARUNDEL,AFRICAN AMERICAN,MICHAEL A. PEART,4107297920,4107297929,05-085,02/22/2005 12:00:00 AM,MPEART@I4DM.COM,,"541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541611-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES SPECIFICALLY SOFTWARE DEVELOPMENT COMPUTER SYSTEMS DESIGN SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"8227 CLOVERLEAF DRIVE, SUITE 312
MILLERSVILLE, MD 21108
(39.120664, -76.635705)"
"ICIVIL, INC.",10725 BIRMINGHAM WAY,WOODSTOCK,MD,21163,,FEMALE,STEPHANIE PRATT,4435596207,2403902359,09-014,01/21/2009 12:00:00 AM,SPRATT@ICIVILINC.COM,http://WWW.ICIVILINC.COM,"237310-MBE/DBE/SBE, 541330-MBE/DBE/SBE",HIGHWAY STREET AND BRIDGE CONSTRUCTION SPECIFICALLY CIVIL CONSTRUCTIN AND ENVIRONMENTAL ENGINEERING CONSTRUCTION MANAGEMENT BARCHART CRITICAL PATH METHOD CPM SCHEDULING DEVELOPMENT OR REVIEW SHOP DRAWING DESIGN OR REVIEW CONSTRUCTABLILITY REVIEW AUDITS OF CONSTRUCTION DOCUMENTATION MATERIAL CLEARANCE QUALITY CONTROL ASSURANCE REVIEWS PROCESS REVIEWS AND CONSTRUCTION INSPECTIONS ENGINEERING SERVICES SPECIFICALLY CIVIL CONSTRUCTION AND ENVIRONMENTAL ENGINEERING CONSTRUCTION MANAGEMENT BARCHART CRITICAL PATH METHOD CPM SCHEDULING DEVELOPMENT OR REVIEW SHOP DRAWING DESIGN OR REVIEW CONSTRUCTABILITY REVIEW AUDITS OF CONSTRUCTION DOCUMENTATION MATERIAL CLEARANCE QUALITY CONTROL ASSURANCE REVIEWS PROCESS REVIEWS AND CONSTRUCTION INSPECTIONS,"10725 BIRMINGHAM WAY
WOODSTOCK, MD 21163
(39.30824, -76.888086)"
"HAYGOOD MECHANICAL, LLC",4200 CANYONVIEW DRIVE,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,AFRICAN AMERICAN,DAMIAN HAYGOOD,3015741336,3015741139,06-259,06/15/2006 12:00:00 AM,DHAYGOOD1@VERIZON.NET,,238220-MBE/DBE/SBE,PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS SPECIFICALLY HVAC SERVICE AND INSTALLATION,"4200 CANYONVIEW DRIVE
UPPER MARLBORO, MD 20772
(38.831555, -76.713778)"
"IMAGE POWER, INC.",95 WEST STREET,ANNAPOLIS,MD,21401,ANNE ARUNDEL,AFRICAN AMERICAN,"CARROLL H. HYNSON, JR.",4102698888,,00-204,08/08/2000 12:00:00 AM,CH1942@AOL.COM,http://IMAGEPOWER2000.COM,"541611-MBE/DBE/SBE, 541820-MBE/DBE/SBE, 541890-MBE/DBE/SBE, 713290-MBE/DBE/SBE",OTHER GAMBLING INDUSTRIES TO INCLUDE BINGO HALLS PARLORS SLOT MACHINE PARLORS VIDEO GAMBLING DEVICE OPERATIONS SPECIFICALLY SLOT VIDEO MACHINE CONCESSION OPERATORS I E MANAGING AND MAINTAINING OTHER SERVICES RELATED TO ADVERTISING SPECIFICALLY ADVERTISING SERVICES RADIO TELEVISION AND PRINT MEDIA SPECIAL EVENTS ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES INCLUDING CONSULTING SERVICES IN THE GAMBLING INDUSTRIES I E SLOT VIDEO GAMBLING DEVICES ETC PUBLIC RELATIONS AGENCIES SPECIFICALLY PUBLIC RELATIONS MARKETING SERVICES,"95 WEST STREET
ANNAPOLIS, MD 21401
(38.978008, -76.496992)"
"INTERMODAL LOGISTICS CONSULTING, INC.",283 HEATHERWOOD DRIVE,WINSTON-SALEM,NC,27107,OTHER STATE,AFRICAN AMERICAN,SENANU ASHIABOR,5402573830,,15-056,02/13/2015 12:00:00 AM,SENANU@IMLCONSULTING.COM,http://WWW.IMLCONSULTING.COM,"541330-DBE/SBE-ONLY, 541614-DBE/SBE-ONLY, 541690-DBE/SBE-ONLY, 541712-DBE/SBE-ONLY, 541910-DBE/SBE-ONLY",ENGINEERING SERVICES PROCESS PHYSICAL DISTRIBUTION AND LOGISTICS CONSULTING SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES RESEARCH AND DEVELOPMENT IN THE PHYSICAL ENGINEERING AND LIFE SCIENCES EXCEPT BIOTECHNOLOGY MARKETING RESEARCH AND PUBLIC OPINION POLLING,"283 HEATHERWOOD DRIVE
WINSTON-SALEM, NC 27107
(36.003081, -80.169117)"
"INSPECTRUM TECHNOLOGIES, LLC",10451 MILL RUN CIRCLE STE 400,OWINGS MILLS,MD,21117,BALTIMORE,AFRICAN AMERICAN,BRADLEY S. KENT,4438015160,4105173248,12-046,02/01/2012 12:00:00 AM,BKENT@INSPECTRUMTECH.NET,http://WWW.INSPECTRUMTECH.NET,"517919-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 561499-MBE/DBE/SBE, 561621-MBE/DBE/SBE",ALL OTHER TELECOMMUNICATIONS SPECIFICALLY VOIP SERVICE PROVIDERS USING CLIENT SUPPLIED TELECOMMUNICATIONS CONNECTIONS CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY ON SITE MANAGEMENT AND OPERATION OF CLIENTS COMPUTER VIDEOCONFERENCING VIDEO TELECONFERENCING SYSTEMS OTHER COMPUTER RELATED SERVICES SPECIFICALLY SOFTWARE INSTALLATION SERVICES WIRELESS SECURITY DISASTER RECOVERY SERVICES IT PROJECT MANAGEMENT AND CONSULTING SERVICES ALL OTHER BUSINESS SUPPORT SERVICES SPECIFICALLY VIDEOCONFERENCEING SERVICES VIDEO TELECONFERENCING DESIGN INSTALLATION SERVICES SECURITY SYSTEMS SERVICES EXCEPT LOCKSMITHS SPECIFICALLY SECUIRTY ALARM SYSTEMS SALES COMBINED WITH INSTALLATION REPAIR OR MONITORING SERVICES,"10451 MILL RUN CIRCLE STE 400
OWINGS MILLS, MD 21117
(39.405955, -76.793556)"
"JOHNSON & DAY FACILITY MAINTENANCE SERVICES, LLC",7905 CROWS NEST COURT,LAUREL,MD,20707,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,LAURA JOHNSON,2402801361,2402801594,14-547,10/01/2014 12:00:00 AM,LAURA@JOHNSONANDDAY.COM,http://JOHNSONANDDAY.COM,"561311-MBE/DBE/SBE, 561320-MBE/DBE/SBE",EMPLOYMENT PLACEMENT AGENCIES SPECIFICALLY FACILITIES MAINTENANCE AND JANITORIAL SERVICES TEMPORARY HELP SERVICES SPECIFICALLY FACILITIES MAINTENANCE STAFFING AND JANITORIAL STAFFING SERVICES,"7905 CROWS NEST COURT
LAUREL, MD 20707
(39.087248, -76.865444)"
IN-HOME MEDICAL SUPPLIES,"9672 PENNSYLVANIA AVENUE, SUITE C",UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,AFRICAN AMERICAN,"VERNON FOYE, JR.",3015991603,3015990255,07-072,03/09/2007 12:00:00 AM,VERNONFOYE@GMAIL.COM,http://WWW.INHOMEMED.NET,"425120-MBE/DBE/SBE, 532291-MBE/DBE/SBE",WHOLESALE TRADE AGENTS AND BROKERS SPECIFICALLY MEDICAL DENTAL AND HOSPITAL EQUIPMENT AND SUPPLIES BROKER ONLY HOME HEALTH EQUIPMENT RENTAL SPECIFICALLY MEDICAL EQUIPMENT RENTAL AND LEASING BROKER HOME HEALTH FURNITURE AND EQUIPMENT RENTAL AND LEASING,"9672 PENNSYLVANIA AVENUE, SUITE C
UPPER MARLBORO, MD 20772
(38.819421, -76.843637)"
JOHNSON CONSULTING GROUP,1033 LINDFIELD DRIVE,FREDERICK,MD,21702,FREDERICK,FEMALE,KATHERINE JOHNSON,3014614865,,10-768,12/01/2010 12:00:00 AM,KJOHNSON@JOHNSONCONSULTS.COM,http://WWW.JOHNSONCONSULTS.COM,"541611-MBE/DBE/SBE, 541910-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY PROGRAM DEVELOPMENT AND AMANAGMENT STRATEGIC PLANNING DEVELOPMENT OF TRAING AND WORKSHOPS RELATED TO ENERGY EFFICIENCY MARKETING RESEARCH AND PUBLIC OPINION POLLING SPECIFICALLY ENERGY MARKET RESEARCH AND ANALYSIS,"1033 LINDFIELD DRIVE
FREDERICK, MD 21702
(39.429425, -77.444105)"
"HAYWARD ENTERPRISE, LLC",27157 WALNUT TREE ROAD,SALISBURY,MD,21801,WICOMICO,AFRICAN AMERICAN,BRENT HAYWARD,4104228866,,16-434,08/17/2016 12:00:00 AM,BRENT.HAYWARD0504@GMAIL.COM,,"561730-MBE/DBE/SBE, 561990-MBE/DBE/SBE",LANDSCAPING SERVICES SPECIFICALLY HIGHWAY LAWN AND ROAD STRIP MOWING SERVICES LANDSCAPE MAINTENANCE TO INCLUDE GENERAL CLEANUP AT PUBLIC HIGHWAY REST AREAS ALL OTHER SUPPORT SERVICES SPECIFICALLY FLAGGING AND TRAFFIC CONTROL SERVICES,"27157 WALNUT TREE ROAD
SALISBURY, MD 21801
(38.318974, -75.672681)"
"INTER SIGN NATIONAL, LLC",1123 EAST BALTIMORE STREET,BALTIMORE,MD,21202,BALTIMORE CITY,FEMALE,LISA LISBERGER,4103429200,4103428276,09-556,09/21/2009 12:00:00 AM,LISA@INTERSIGNNATIONAL.COM,http://WWW.INTERSIGNNATIONAL.COM,"339940-MBE/DBE/SBE, 339950-MBE/DBE/SBE",OFFICE SUPPLIES EXCEPT PAPER MANUFACTURING SPECIFICALLY MANUFACTURING OF RUBBER STAMPS SIGN MANUFACTURING SPECIFICALLY INTERIOR SIGNS,"1123 EAST BALTIMORE STREET
BALTIMORE, MD 21202
(39.291063, -76.600916)"
INTERGENERATION CAPITAL MANAGEMENT,"300 BRICKSTONE SQUARE, SUITE 201",ESSEX,MA,1810,OTHER STATE,ASIAN AMERICAN PACIFIC,YIN KON,9786625172,,16-618,12/07/2016 12:00:00 AM,YINKON@INTERGENCAPMGT.COM,http://WWW.INTERGENERATIONALCAPITAL.COM,523920-DBE/SBE-ONLY,PORTFOLIO MANAGEMENT SPECIFICALLY INVESTMENT ADVISORY AND MANAGEMENT SERVICES SPECIALIZING IN EQUITY STRATEGIES,"300 BRICKSTONE SQUARE, SUITE 201
ESSEX, MA 1810
(42.675219, -71.146701)"
"JE'LA EVENTS, INC.",16201 DAWN CHORUS LANE,BRANDYWINE,MD,20613,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,HARRIETT AMES,2403758689,,15-572,11/21/2015 12:00:00 AM,HAMES37@YAHOO.COM,,"541611-MBE/DBE/SBE, 541690-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY PROJECT MANAGEMENT PROGRAM ADMINISTRATION PROGRAM MANAGEMENT SUPPORT CONTRACT COMPLIANCE CONSULTING OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY PERSONNEL AND PHYSICAL SECURITY CONSULTING SERVICES,"16201 DAWN CHORUS LANE
BRANDYWINE, MD 20613
(38.667951, -76.878894)"
"IDEASYNCLINE, INC.",1016 LORECROP DRIVE,SALISBURY,MD,21801,WICOMICO,ASIAN AMERICAN SUB-CONTINENT,SANGEET AGARWAL,3124208262,,16-017,01/07/2016 12:00:00 AM,SANGEET@IDEASYNCLINE.COM,http://WWW.IDEASYNCLINE.COM,"541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 561320-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER SYSTEMS INTEGRATION ANALYSIS AND DESIGN COMPUTER FACILITIES MANAGEMENT SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY HELP DESK SERVICES TEMPORARY HELP SERVICES SPECIFICALLY INFORMATION TECHNOLOGY STAFF AUGMENTATION,"1016 LORECROP DRIVE
SALISBURY, MD 21801
(38.349419, -75.603354)"
"J & O TRUCKING, LLC",27886 POINTERS LANE,SALISBURY,MD,21801,WICOMICO,AFRICAN AMERICAN,JEFFREY FOREMAN,4105460962,,06-304,07/07/2006 12:00:00 AM,,,484220-MBE/DBE/SBE,SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY LOCAL TRUCKING WITHOUT STORAGE HAULING OF STONE SAND AND ASPHALT,"27886 POINTERS LANE
SALISBURY, MD 21801
(38.3614, -75.648483)"
"HORTON LEES BROGDEN LIGHTING DESIGN, INC.","38 EAST 32ND STREET, 11TH FL",NEW YORK,NY,10016,OTHER STATE,FEMALE,BARBARA CIANCI HORTON,2126745580,2122542712,07-245,06/13/2007 12:00:00 AM,BHORTON@HLBLIGHTING.COM,http://WWW.HLBLIGHTING.COM,541410-MBE/DBE/SBE,INTERIOR DESIGN SERVICES SPECIFICALLY LIGHTING DESIGN AND CONSULTING SERVICES,"38 EAST 32ND STREET, 11TH FL
NEW YORK, NY 10016
(40.746156, -73.983124)"
"IVY SECURITIES, INC.","320 NORTHERN BOULEVARD, SUITE 21",GREAT NECK,NY,11021,OTHER STATE,ASIAN AMERICAN PACIFIC,GRANT WU,8888132713,5165041338,09-396,07/15/2009 12:00:00 AM,WU@IVYSEC.COM,http://WWW.IVYSEC.COM,"523110-MBE-ONLY, 523120-MBE-ONLY",INVESTMENT BANKING AND SECURITIES DEALING SPECIFICALLY BOND DEALING AND INVESTMENT BANKING FINANCIAL CONSULTANTS SECURITIES BROKERAGE SPECIFICALLY INSTITUTIONAL EQUITIES BROKERAGE SALES AND TRADING,"320 NORTHERN BOULEVARD, SUITE 21
GREAT NECK, NY 11021
(40.778344, -73.724805)"
HOLLEY CREATIVE,16125 DRAYTON FARM DRIVE,SPENCERVILLE,MD,20868,MONTGOMERY,AFRICAN AMERICAN / FEMALE,TERRI HOLLEY,3016421738,0,17-172,03/22/2017 12:00:00 AM,TERRI@HOLLEYCREATIVE.COM,,"541430-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541613-MBE/DBE/SBE, 611430-MBE/DBE/SBE",GRAPHIC DESIGN SERVICES CUSTOM COMPUTER PROGRAMMING SERVICES SPECIFICALLY WEBSITE DEVELOPMENT OTHER COMPUTER RELATED SERVICES SPECIFICALLY WORDPRESS SOFTWARE INSTALLATION SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES MARKETING CONSULTING SERVICES PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"16125 DRAYTON FARM DRIVE
SPENCERVILLE, MD 20868
(39.121314, -76.977157)"
"JCDAWSON GLOBAL SOLUTIONS, LLC",15601 ORCHARD RUN DRIVE,BOWIE,MD,20715,PRINCE GEORGE'S,AFRICAN AMERICAN,JERRY DAWSON,3017100613,3017105748,14-354,06/27/2014 12:00:00 AM,JERRY@JCDAWSONGLOBAL.COM,http://WWW.JCDAWSONGLOBAL.COM,"531210-MBE/DBE/SBE, 531390-MBE/DBE/SBE, 541611-MBE/DBE/SBE",OFFICES OF REAL ESTATE AGENTS AND BROKERS SPECIFICALLY COMMERCIAL REAL ESTATE BROKER OTHER ACTIVITIES RELATED TO REAL ESTATE SPECIFICALLY REAL ESTATE CONSULTING ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"15601 ORCHARD RUN DRIVE
BOWIE, MD 20715
(38.999205, -76.732989)"
"IGM INNOVATIVE SOLUTIONS, LLC",212 TIGER WAY,BOONSBORO,MD,21713,WASHINGTON,AFRICAN AMERICAN,IAN MARRIOTT,2402929189,3017997073,15-308,07/01/2015 12:00:00 AM,I.MARRIOTT@IGMISLLC.COM,,238210-MBE/DBE/SBE,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,"212 TIGER WAY
BOONSBORO, MD 21713
(39.522284, -77.657593)"
"HEALTHY LAWN SERVICES, INC.",23 BRADBURY ROAD,OWINGS MILLS,MD,21117,BALTIMORE,HISPANIC AMERICAN,WILMER MIGUEL VENEROS,4103564760,,16-272,06/02/2016 12:00:00 AM,MANAGEMENT@HEALTHYLAWNSERVICES.COM,http://WWW.HEALTHYLAWNSERVICES.COM,"561710-MBE/DBE/SBE, 561730-MBE/DBE/SBE, 561790-MBE/DBE/SBE",EXTERMINATING AND PEST CONTROL SERVICES SPECIFICALLY PEST INSECT CONTROL FOR LAWNS SHRUBS AND TREES LANDSCAPING SERVICES SPECIFICALLY LAWN SHRUB AND TREE ANALYSIS FRTILIZATION WEED CONTROL PREVENTATIVE GRUB CONTROL AERATION AND OVERSEEDING OTHER SERVICES TO BUILDINGS AND DWELLINGS SPECIFICALLY SNOW PLOWING DRIVEWAYS AD PARKING LOTS I E NOT COMBINED WITH ANY OTHER SERVICE,"23 BRADBURY ROAD
OWINGS MILLS, MD 21117
(39.416851, -76.773209)"
"J.K. TILE CO., INC.",3828 WEST STREET,LANDOVER,MD,20785,PRINCE GEORGE'S,ASIAN AMERICAN PACIFIC,JOHN KOH,3017734664,3017732582,94-283,10/12/1994 12:00:00 AM,JKTILE@VERIZON.NET,,238340-MBE/DBE/SBE,TILE AND TERRAZZO CONTRACTORS SPECIFICALLY INSTALLATION OF TILES STONE SLATE AND MARBLE FLOORINGS,"3828 WEST STREET
LANDOVER, MD 20785
(38.941291, -76.860811)"
"HAYAT BROWN, LLC",3303 SHIRLEY LANE,CHEVY CHASE,MD,20815,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,HAYAT KELIL-BROWN,2024941699,2022071246,16-068,02/24/2016 12:00:00 AM,HAYAT.BROWN@HAYATBROWN.COM,http://WWW.HAYATBROWN.COM,"541330-MBE/DBE/SBE, 541370-MBE/DBE/SBE, 541611-MBE/DBE/SBE",ENGINEERING SERVICES SURVEYING AND MAPPING EXCEPT GEOPHYSICAL SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"3303 SHIRLEY LANE
CHEVY CHASE, MD 20815
(38.989893, -77.066271)"
"J.N.H. CONTRACTING, LLC",4617 QUIMBY AVENUE,BELTSVILLE,MD,20705,PRINCE GEORGE'S,HISPANIC AMERICAN,YESENIA GAITAN,3015256333,3015955260,11-019,01/10/2011 12:00:00 AM,JNHCONTRACTINGLLC@GMAIL.COM,,"484220-MBE/DBE/SBE, 488490-MBE/DBE/SBE, 561720-MBE/DBE/SBE, 561730-MBE/DBE/SBE",SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY GRAVEL SAN ETC OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW REMOVING SERVICES JANITORIAL SERVICES LANDSCAPING SERVICES,"4617 QUIMBY AVENUE
BELTSVILLE, MD 20705
(39.049338, -76.911744)"
"JANUS ASSOCIATES, INC. OF MD",4 HIGH RIDGE PARK SUITE 200,STAMFORD,CT,6905,OTHER STATE,FEMALE,PATRICIA FISHER,2032510208,2032510222,05-064,02/03/2005 12:00:00 AM,PATRICIAF@JANUSASSOCIATES.COM,http://WWW.JANUSASSOCIATES.COM,541512-MBE/DBE/SBE,COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY INFORMATION SECURITY DISASTER RECOVERY COMPUTER FORENSICS SERVICES,"4 HIGH RIDGE PARK SUITE 200
STAMFORD, CT 6905
(41.112078, -73.544312)"
"INNOFACE SYSTEMS, INC.","1651 CROFTON BLVD., SUITE 12",CROFTON,MD,21114,ANNE ARUNDEL,AFRICAN AMERICAN,IVAN COLLINS,4107214040,4107214450,07-206,05/24/2007 12:00:00 AM,ICOLLINS@INNOFACESYSTEMS.COM,http://WWW.INNOFACESYSTEMS.COM,"238210-MBE/DBE/SBE, 425120-MBE/DBE/SBE, 451110-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY LOW VOLTAGE ELECTRICAL WORK SPECIFICALLY INSTALLATION OF AUDIO VISUAL EQUIPMENT CAMERA SECURITY SYSTEMS DESIGN AND CONSULTATION REPAIR SHOPS AND RELATED SERVICES NEC SPECIFICALLY MAINTENANCE AND REPAIR OF AUDIO VISUAL EQUIPMENT CAMERA SECURITY SYSTEMS WHOLESALE TRADE AGENTS AND BROKERS SPECIFICALLY THE DIRECT SALE OF ELECTRONIC EQUIPMENT SPORTING GOODS STORES,"1651 CROFTON BLVD., SUITE 12
CROFTON, MD 21114
(39.017137, -76.697826)"
"JAYCO ENTERPRISES, INC.",503 COMMERCE PARK DRIVE,MARIETTA,GA,30060,OTHER STATE,AFRICAN AMERICAN,LYNN STAFFORD,4044461068,8552994879,16-404,08/03/2016 12:00:00 AM,CONTACT@PERFECTIMAGEPRINTING.COM,http://WWW.PERFECTIMAGEPRINTING.COM,323111-DBE/SBE-ONLY,COMMERCIAL PRINTING EXCEPT SCREEN AND BOOKS,"503 COMMERCE PARK DRIVE
MARIETTA, GA 30060
(33.940007, -84.530751)"
